episode,run_0
500,-663.9813726239505
1000,-665.0502886889884
1500,-665.9597112238624
2000,-696.4950468976014
2500,-757.3419527028622
3000,-808.7862414550241
3500,-801.0231485701253
4000,-912.9087287552442
4500,-820.1100468947393
5000,-831.9281657387695
5500,-869.0631590405824
6000,-893.6183121283946
6500,-936.45803209999
7000,-1016.0313424117022
7500,-875.8164176335667
8000,-743.0588628195759
8500,-675.6719309800986
9000,-612.8419028595008
9500,-605.6755658065066
10000,-610.8642315358696
10500,-599.7790672961119
11000,-599.1060972511475
11500,-594.1995453895909
12000,-588.4045429473464
12500,-590.627218520655
13000,-607.1495835145873
13500,-628.2508154369364
14000,-648.1984566214414
14500,-642.3133207387214
15000,-638.5895971883358
15500,-628.7753392019819
16000,-622.1976611767615
16500,-629.6401345651511
17000,-629.6922721271028
17500,-632.3616943695498
18000,-625.858286984633
18500,-629.2270803451531
19000,-632.8206853618387
19500,-618.3975710900345
20000,-615.014971600191
20500,-609.9482809624155
21000,-611.8646973406812
21500,-605.247334734049
22000,-595.8101115597215
22500,-605.143726838135
23000,-590.9031405338413
23500,-597.9179540144906
24000,-591.657878131876
24500,-585.117191484848
25000,-583.8869346753403
25500,-580.2134475660157
26000,-584.741139527947
26500,-588.1033929246352
27000,-584.0733892047017
27500,-574.1048816466151
28000,-577.1627978753029
28500,-580.6888963254715
29000,-575.1096830136394
29500,-568.591257419774
30000,-573.11443913045
30500,-572.015627115978
31000,-576.5734416007747
31500,-561.7960498650223
32000,-566.4714283127468
32500,-563.3030636730448
33000,-558.9622338889956
33500,-558.7605380280241
34000,-565.0211589949744
34500,-564.8415938350663
35000,-555.594240399729
35500,-557.6591359594613
36000,-558.881424878893
36500,-557.1713688710381
37000,-563.2905080613114
37500,-560.5641589585189
38000,-562.7487131698858
38500,-557.7129762863366
39000,-559.8519272524065
39500,-555.6864686630689
40000,-551.7782865912659
40500,-559.5313244091659
41000,-559.7951049068092
41500,-557.4451915861417
42000,-562.1286153084496
42500,-559.3301903967746
43000,-560.62957062235
43500,-565.7477101114276
44000,-558.1889914452785
44500,-562.248529927033
45000,-557.9568344337546
45500,-560.6088512510515
46000,-560.1151725980646
46500,-551.8164278988468
47000,-560.410534709528
47500,-555.3149719536498
48000,-560.4276161118862
48500,-558.1987656187914
49000,-567.357171208594
49500,-567.5197840078632
50000,-564.2584067486282
50500,-560.5158056167312
51000,-560.6573740683061
51500,-563.8566481746802
52000,-557.8867403769868
52500,-562.0150472862765
53000,-552.0672173984556
53500,-554.3613089274036
54000,-554.7202541026141
54500,-562.3165339385238
55000,-553.5037467080415
55500,-555.3975951662601
56000,-545.7542481230353
56500,-546.5115607391572
57000,-548.9995237676424
57500,-550.5657329908641
58000,-548.2767165622928
58500,-551.8019175323894
59000,-546.2721363131623
59500,-547.535455225545
60000,-546.864269761785
