episode,run_0
500,-23.32553813918514
1000,-23.546147657284155
1500,-23.244385771835855
2000,-37.844224277558304
2500,-68.76725138022765
3000,-52.902049030641734
3500,-33.57878378899749
4000,-24.282124411809296
4500,-27.09944916975272
5000,-33.30464356845092
5500,-22.613381962761565
6000,-20.828717883214043
6500,-20.665574027179254
7000,-16.19442062602246
7500,-12.587302121790891
8000,-13.70119713695883
8500,-13.085503772919775
9000,-13.547150868094814
9500,-8.47757030438196
10000,-5.378033479599429
10500,-1.7283452121461451
11000,-1.115031404609213
11500,-1.2876699640761304
12000,0.20168053977277378
12500,-0.1429489089536766
13000,0.8262450643662355
13500,0.800585893610454
14000,1.2065548964946915
14500,2.0484767583906343
15000,1.992942828873542
15500,1.982417802428015
16000,2.014564343251025
16500,1.8700529983769534
17000,1.7370357515297996
17500,1.952216130912601
18000,1.9084177332863994
18500,1.7856374032525055
19000,2.0408223275672652
19500,2.151290958957625
20000,1.8975391439240639
20500,1.9552590510162702
21000,2.0403926665353977
21500,1.878203156865577
22000,1.498008099171972
22500,1.3344129793201533
23000,1.4095511979757922
23500,1.1463050551691236
24000,0.6268671046767872
24500,1.2180240545007048
25000,0.39229625338452123
25500,0.13900054224865854
26000,0.15421593628374794
26500,0.15593651351714669
27000,0.015145983258982853
27500,0.3803623166386099
28000,0.6412927134518311
28500,0.3797761408544747
29000,0.6799492114717347
29500,0.0227285253277352
30000,-0.18503991154497682
30500,0.3455849720464538
31000,0.11133477255425922
31500,0.4441905227481167
32000,-0.008362215913554547
32500,0.18771526225348623
33000,0.516401174211672
33500,0.09600755923135348
34000,0.21732802192678496
34500,0.32904999165265325
35000,0.253888744847483
35500,0.5271462289434575
36000,0.8031545085502407
36500,0.6614660982344028
37000,0.7904236366152796
37500,0.8083871532131538
38000,0.2513715053035951
38500,0.817107389567787
39000,0.6150476487214603
39500,0.8250397620495435
40000,0.7008500208777948
40500,0.26355383522686143
41000,-0.056101690887285005
41500,-0.41269090550534987
42000,0.19697428079408216
42500,-0.5942839153160139
43000,-0.6627075349513369
43500,-0.4603865501630478
44000,-1.0635124481764804
44500,-1.3388118970700174
45000,-1.6292025626768345
45500,-2.3970183299688603
46000,-2.6832173349179484
46500,-3.286033588897884
47000,-4.93130930250084
47500,-5.995795699326165
48000,-5.5702494048462246
48500,-6.471572439712549
49000,-5.831847664955423
49500,-2.873821780984665
50000,-2.4695360229805936
50500,-3.3388983435777777
51000,-3.3386804573055415
51500,-2.5731751700535344
52000,-2.430425634548613
52500,-2.093958562591168
53000,-1.4160939541666133
53500,-1.647301024254486
54000,-0.7300714447598626
54500,-1.0767327931454447
55000,-0.694458775167805
55500,-1.3375130640802209
56000,-1.9986225296859776
56500,-1.4056010988215497
57000,-1.7398151274304936
57500,-1.0647671964465275
58000,-2.7829542708956994
58500,-5.42283674412339
59000,-5.056786558757315
59500,-4.195408290053965
60000,-4.450392706964909
