episode,run_0
500,-24.647643828233544
1000,-24.475326197804943
1500,-33.68285317870286
2000,-0.3921323657567318
2500,3.982222822450762
3000,2.8563031639055447
3500,2.657261269902102
4000,2.4082467918477355
4500,1.85477888533599
5000,1.6119963005059843
5500,2.649668011511545
6000,2.564585073100334
6500,2.24900593800736
7000,3.213145696971321
7500,2.202694128541801
8000,1.9043752606792628
8500,2.238618412266111
9000,2.532621621041933
9500,2.3061077293340215
10000,1.8211306592402599
10500,2.403483093910014
11000,1.6908481634637875
11500,1.5651914718443487
12000,2.086817542011152
12500,1.4186380795044369
13000,1.5873350853856305
13500,1.553030632297858
14000,1.447946811403187
14500,1.5193349858828242
15000,1.375988119405102
15500,1.4527230662331432
16000,1.2524305533423816
16500,1.0803139150133594
17000,0.7587804856078957
17500,0.816881364447066
18000,0.5738238360766892
18500,0.3443169146124776
19000,-0.1072136275940084
19500,0.39290185769439595
20000,-0.4165890609891323
20500,-0.49297172101050135
21000,-0.8893112401613045
21500,-0.4887397883779655
22000,-0.5442077518718659
22500,-0.6833954146358849
23000,-0.40772293143288457
23500,-0.8616048885469113
24000,-1.0019976981142205
24500,-0.24651532167786372
25000,-1.3942716529196835
25500,-1.7803161823166087
26000,-1.9040968234044566
26500,-1.5091484169657903
27000,-1.697163041000232
27500,-1.839401445979483
28000,-1.1906963652302065
28500,-1.9413705810714368
29000,-0.994277912841041
29500,-1.1325353247115726
30000,-1.5416253742985202
