episode,run_0
500,-26.808649429256675
1000,-27.1185469916386
1500,-25.183741183351707
2000,-14.299461002051116
2500,-11.476867675759141
3000,-9.02357596877166
3500,-9.54334301552669
4000,-9.45071245359594
4500,-8.80851877782763
5000,-9.11324562580634
5500,-9.007157182635021
6000,-8.67014101516248
6500,-8.846113177407398
7000,-8.620699614168505
7500,-8.798101325146865
8000,-8.992988104478384
8500,-8.509493028304584
9000,-9.120172114416455
9500,-9.136971868554225
10000,-8.934354579965715
10500,-8.338866956413407
11000,-9.182702853760809
11500,-8.654485646818914
12000,-9.055638404368969
12500,-9.033314693653601
13000,-9.280849156996497
13500,-9.107405593781904
14000,-9.056119333108912
14500,-8.730231362631411
15000,-8.497346307855073
15500,-8.500225864319287
16000,-8.642414387317602
16500,-8.577684558214864
17000,-8.703245021340575
17500,-8.458738206995662
18000,-8.456780925623749
18500,-8.369031361264641
19000,-8.24903011589419
19500,-8.753976901416085
20000,-9.031935915607846
20500,-8.963044530960866
21000,-8.860801778468344
21500,-8.601159312406038
22000,-8.603180061972784
22500,-8.340408210072438
23000,-8.398900291767163
23500,-8.282007246846502
24000,-8.516370797537999
24500,-8.279141701977027
25000,-8.802758693401076
25500,-8.651067866557728
26000,-8.653096090360437
26500,-8.869107032703644
27000,-8.572378277678792
27500,-8.577099230151042
28000,-8.519578137365695
28500,-8.28159722277363
29000,-8.353488156075358
29500,-8.89341410870921
30000,-8.709341278895856
