episode,run_0
500,-24.28807864432981
1000,-24.660313852784345
1500,-22.95636276230095
2000,-15.951824598304054
2500,-14.628430645738758
3000,-6.404512782027751
3500,-19.3407964712475
4000,-15.738707898805941
4500,1.65619274876935
5000,9.958355174706803
5500,8.979186459637583
6000,14.618331915712094
6500,15.59369266994224
7000,16.55166950158553
7500,14.182102691580411
8000,14.353512977126643
8500,13.218079047973038
9000,12.870842968131578
9500,12.31739018832846
10000,13.888200357665015
10500,17.711099117782148
11000,16.01966238764726
11500,14.802376174832373
12000,13.641780441099945
12500,15.862311146359083
13000,17.23264711243791
13500,16.613992802394023
14000,15.915038684347008
14500,15.645414974033349
15000,15.483630946660284
15500,15.687277771653909
16000,17.867113005493188
16500,16.284968844658973
17000,15.525089136102846
17500,14.542608212024257
18000,15.361830476694628
18500,15.244688213546356
19000,15.149702324738785
19500,15.328910573948583
20000,15.5614590255236
20500,15.337517435638064
21000,15.026288295580155
21500,14.617274493589994
22000,15.238755415442604
22500,16.333522465454607
23000,15.35382848842449
23500,14.75254254917353
24000,14.103061286823177
24500,15.61666276773497
25000,15.760984322330248
25500,15.066120481379887
26000,15.290930551445548
26500,15.170145415518618
27000,15.434561878377874
27500,15.240592682874139
28000,15.209749209954738
28500,16.675094006704676
29000,16.747364385631023
29500,16.248347567829793
30000,15.921700291602157
