episode,run_0
500,-2.2328930681900525
1000,-2.760555423435815
1500,-8.407265434988588
2000,-3.113442825978173
2500,-7.3514669653332385
3000,-27.492645977191344
3500,-16.789610761858228
4000,4.039917821686294
4500,5.4450917605711915
5000,6.926478977299619
5500,6.022915459452711
6000,5.581891612157176
6500,7.46177461702918
7000,9.418242662905657
7500,9.56638703357073
8000,8.737077927996443
8500,8.933382561293206
9000,12.322340101175476
9500,9.624544682996031
10000,9.941024613190555
10500,10.089178358257282
11000,11.069210353238248
11500,11.283326436144973
12000,12.233900197881212
12500,12.12526860466478
13000,14.060322079826166
13500,13.41405567354338
14000,12.863961867191257
14500,13.957431851806723
15000,14.402054349954293
15500,14.19664085436694
16000,14.713208872662964
16500,17.056591713428446
17000,14.65368848905557
17500,16.686203561705206
18000,14.497538697335525
18500,14.695767974460745
19000,12.714141074677825
19500,18.198062782950156
20000,13.979091537321722
20500,13.802207377390493
21000,14.665931726200059
21500,18.138848438685606
22000,18.1881776139701
22500,19.44951191887232
23000,16.151925419159582
23500,17.26859582346725
24000,19.833156894072445
24500,21.872217467964713
25000,19.868725901443565
25500,19.54753802843757
26000,18.94977259915048
26500,22.69469246313082
27000,19.199148413651685
27500,23.774203006078366
28000,23.821973513212534
28500,27.013871545117706
29000,27.835926132758132
29500,30.893379207529296
30000,33.083254340234575
30500,41.53934860463324
31000,38.15558883467999
31500,43.20815130634994
32000,39.99937162865961
32500,46.05847332910382
33000,52.57236609599282
33500,45.96455549847412
34000,40.988161789675544
34500,36.401236600669215
35000,37.082709134160325
35500,39.51397888686286
36000,58.41302359738509
36500,64.07440056178383
37000,58.5295537083105
37500,63.6021019653249
38000,69.28752185205384
38500,68.30249037191021
39000,60.3653789347202
39500,61.57114777809441
40000,62.24650624801782
40500,67.28149704083566
41000,65.18130985371482
41500,66.22149821441171
42000,64.01574271617491
42500,58.04966029578149
43000,54.306835240560616
43500,54.15432952759872
44000,50.89306999279
44500,50.93735316729228
45000,46.646441545947845
45500,56.49257802322679
46000,51.68062498069147
46500,49.24727757907823
47000,47.21035099270247
47500,49.46074505237151
48000,51.06477296784634
48500,45.13512191662905
49000,51.84385973315605
49500,46.490544979009655
50000,47.60277166035603
50500,46.582673211361204
51000,40.98010166744972
51500,34.073311880957085
52000,27.95987299237334
52500,16.41099106326804
53000,13.89821606015265
53500,12.374523755767859
54000,14.30578630385206
54500,27.32224909878057
55000,28.967594865939848
55500,33.41543943840946
56000,43.98985917947943
56500,42.87396525308145
57000,47.77668715197951
57500,61.82404841954181
58000,57.13804632202207
58500,57.40282262490278
59000,57.50795635415917
59500,63.37312759876573
60000,66.18981507967354
